"","Transect","X","Order","Sample","SiteObjectID","Date","Location","Area","Estimate","Biomass","Numbers","Number.Species","Ibi","AdjIbi","Hpi","AdjHpi","Group.1","Group.2","Group.3","Group.4","Include","Flag","Group.3.JDM","fG2.JDM","fG3.JDM","fG4.JDM","Group.4.JDM","Shoreline.Treat.Detail","M1LAT","M1LONG","M2LAT","M2LONG","Mean.Fetch","Time.Period","Temp","Conductivity_0_mid","Do_0_mid","Macrophyte.Density","Transectendnotes","Bedrock","Boulder","Cobble","Rubble","Gravel","Sand","Organic.Silt","Armoustone","LWD","Algae","Proximity.to.river.creek.mouth","Proximity.to.embayment","Transectstartnotes","Habitat.Comments","jdate","Fished","INLA_dist","Nat_5000","Urb_5000","Agr_5000","Wet_5000","For_5000","DomLandCover_5000","DomPercent_5000","Marinas_5000","Rivers_5000","Wetlands_5000","Total_5000","MarinaDist_5000","MarinaArea_5000","MarinaDist_ALL","WetlandDist_5000","WetlandArea_5000","WetlandDist_ALL","RiverDist_5000","RiverStrahler_5000","RiverShreve_5000","RiverDist_ALL","RiverDist_Large","RiverStrahler_Large","RiverShreve_Large","RiverName_Large","ClosestFeature","ClosestDist","NEARSHOREG","NearshoreGeologyCoarse","NearshoreGeologyDetailed","FixedDist","Slope"
"182","SC8a",182,190,9909,338,"7/25/2018","OPEN","Scarborough","N",0,0,0,0,0,0,0,"Treated","Groynes","Non-surcharged Groyne","Non-surcharged Groyne",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes and sand beach",43.68961,-79.26032,43.69035,-79.25962,39.09399068,2,22.42,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%, Boulder 10%, Rubble 10%","",17737,0,76758,7,90,3,0,6,"Urban",90,1,0,0,1,3533,198359,3533,NA,NA,13285,NA,NA,NA,13123,16418,5,275,"Don River","Marina",3533,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3367.96582,-0.004027646
"183","SC8b",183,191,9910,340,"7/25/2018","OPEN","Scarborough","N",8456,4,2,3.0261,1.8813,33.0491,31.2798,"Treated","Groynes","Non-surcharged Groyne","Non-surcharged Groyne",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes and sand beach",43.69035,-79.25962,43.69102,-79.25899,38.62563984,2,22.42,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%, Boulder 10%, Rubble 10%","",17737,1,76858,7,90,3,0,6,"Urban",90,1,0,0,1,3435,198359,3435,NA,NA,13188,NA,NA,NA,13025,16533,5,275,"Don River","Marina",3435,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3377.126709,-0.004035015
"184","SC8c",184,192,9911,342,"7/25/2018","OPEN","Scarborough","N",89,4,1,22.2222,0,2.6443,0,"Treated","Groynes","Non-surcharged Groyne","Non-surcharged Groyne",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes and sand beach",43.69102,-79.25899,43.69172,-79.25849,38.63973626,2,22.42,NA,NA,0,"Scarborough bluffs",0,10,0,10,0,80,0,0,0,0,0,0,"Sand 80%, Boulder 10%, Rubble 10%","",17737,1,76948,7,90,3,0,6,"Urban",90,1,0,0,1,3368,198359,3368,NA,NA,13121,NA,NA,NA,12958,16635,5,275,"Don River","Marina",3368,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3391.056152,-0.00403245
"185","SC9a",185,184,9903,344,"7/25/2018","OPEN","Scarborough","N",0,0,0,0,0,0,0,"Treated","HardShore","HardShore","Surcharged Revetment",NA,"OK","HardShore","HardShore","RevSurcharge","RevSurcharge","Surcharged Revetment","armourstone/rubble revetment",43.69829,-79.24791,43.69866,-79.24694,37.27736782,2,22.5,NA,NA,0,"Scarborough bluffs",0,10,0,20,10,60,0,0,0,0,0,0,"Sand 60%, rubble 20%, boulder 10%, gravel 10%","",17737,0,78162,7,90,3,0,6,"Urban",90,1,0,0,1,2168,198359,2168,NA,NA,11920,NA,NA,NA,11758,15928,6,454,"Rouge River","Marina",2168,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3250.725586,-0.004261022
"186","SC9b",186,185,9904,346,"7/25/2018","OPEN","Scarborough","N",6,1,1,46.9486,46.9486,0.282,0.282,"Treated","HardShore","HardShore","Surcharged Revetment",NA,"OK","HardShore","HardShore","RevSurcharge","RevSurcharge","Surcharged Revetment","armourstone/rubble revetment",43.69866,-79.24694,43.69921,-79.24574,37.29464975,2,22.5,NA,NA,0,"Scarborough bluffs",0,10,0,20,10,60,0,0,0,0,0,0,"Sand 60%, rubble 20%, boulder 10%, gravel 10%","",17737,1,78251,7,90,4,0,6,"Urban",90,1,0,0,1,2095,198359,2095,NA,NA,11848,NA,NA,NA,11685,15855,6,454,"Rouge River","Marina",2095,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3211.06543,-0.004297685
"187","SC9c",187,186,9905,348,"7/25/2018","OPEN","Scarborough","N",0,0,0,0,0,0,0,"Treated","HardShore","HardShore","Surcharged Revetment",NA,"OK","HardShore","HardShore","RevSurcharge","RevSurcharge","Surcharged Revetment","armourstone/rubble revetment",43.69921,-79.24574,43.70001,-79.24412,35.35921359,2,22.5,NA,NA,0,"Scarborough bluffs",0,10,0,20,10,60,0,0,0,0,0,0,"Sand 60%, rubble 20%, boulder 10%, gravel 10%","",17737,0,78365,7,90,4,0,6,"Urban",90,1,0,0,1,1968,198359,1968,NA,NA,11721,NA,NA,NA,11558,15728,6,454,"Rouge River","Marina",1968,503,"Cohesive (Till)","Cohesive Till, Thin Sand Cover (< 50 m3/m)",3170.305176,-0.00433454
"188","SL1",188,124,9734,350,"8/16/2018","OPEN","Sioux Lookout","N",3469,34,8,52.631,7.1928,47.8571,5.8248,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.3387,-79.7672,43.3386,-79.7685,25.63762572,2,21.59,316,13.55,0,"Urban",50,50,0,0,0,0,0,0,0,0,1,0,"Bedrock 50%, boulder 50%","",17759,1,6973,3,93,4,0,2,"Urban",93,0,5,0,5,NA,NA,8272,NA,NA,8856,162,1,1,162,8247,5,279,"Bronte Creek","River",162,561,"Bedrock (Erosive)","Bedrock (Erosive)",1469.364136,-0.008766547
"189","SL2",189,125,9736,351,"8/16/2018","OPEN","Sioux Lookout","B",1533.4,17,7,53.4437,25.4913,21.9835,12.1555,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","sand/gravel beach",43.3386,-79.7685,43.3381,-79.7692,7.842432912,2,20.93,310,13.06,0,"Urban, transect is across a little embayment at the mouth of the creek",0,0,50,0,25,25,0,0,0,0,1,0,"Cobble (50%), gravel (25%), and sand (25%)","",17759,1,6867,3,93,4,1,2,"Urban",93,0,5,0,5,NA,NA,8362,NA,NA,8946,72,1,1,72,8337,5,279,"Bronte Creek","River",72,561,"Bedrock (Erosive)","Bedrock (Erosive)",1502.137573,-0.00858821
"190","SL3",190,126,9737,352,"8/16/2018","OPEN","Sioux Lookout","N",131,8,3,39.4787,8.9468,4.2032,1.0145,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3377,-79.7697,43.3369,-79.7703,25.3899553,2,20.93,310,13.06,0,"Urban, armourstone wall at Sioux Lookout Park",60,20,20,0,0,0,0,0,0,0,1,0,"Bedrock 60%, boulder 20%, cobble 20%","",17759,1,6727,3,93,5,0,2,"Urban",93,0,5,0,5,NA,NA,8501,NA,NA,9086,102,1,1,102,8476,5,279,"Bronte Creek","River",102,561,"Bedrock (Erosive)","Bedrock (Erosive)",1492.984863,-0.008839901
"191","SP1",191,89,9696,353,"8/14/2018","OPEN","Shelburne Park","N",34,4,3,40.5838,28.9458,1.3752,0.957,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.38015,-79.71562,43.38053,-79.7153,30.18888812,2,24.55,319,11.27,0,"Urban",60,20,20,0,0,0,0,0,0,0,0,0,"Bedrock 60%, boulder 20%, cobble 20%","",17757,1,13315,10,78,12,3,6,"Urban",78,2,5,1,8,1743,50059,1743,2328,47729,2328,307,3,10,307,1719,5,279,"Bronte Creek","River",307,561,"Bedrock (Erosive)","Bedrock (Erosive)",1720.064209,-0.007870341
"192","SP2",192,90,9697,354,"8/14/2018","OPEN","Shelburne Park","N",177,1,1,45.6785,45.6785,2.5449,2.5449,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.38053,-79.7153,43.38134,-79.71474,30.47232229,2,24.55,319,11.27,0,"Urban",60,20,20,0,0,0,0,0,0,0,0,0,"Bedrock 60%, boulder 20%, cobble 20%","",17757,1,13364,10,77,12,3,6,"Urban",77,2,5,1,8,1671,50059,1671,2256,47729,2256,235,3,10,235,1646,5,279,"Bronte Creek","River",235,561,"Bedrock (Erosive)","Bedrock (Erosive)",1734.022949,-0.007823078
"193","SP3",193,91,9698,355,"8/14/2018","OPEN","Shelburne Park","N",177,5,5,43.0965,20.1117,3.9436,1.6315,"Mixed","Mixed","Mixed","Mixed",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.38134,-79.71474,43.38212,-79.71411,30.50591932,2,24.55,340,12.19,0,"Urban",60,20,20,0,0,0,0,0,0,0,0,0,"Bedrock 60%, boulder 20%, cobble 20%","",17757,1,13465,10,77,13,3,6,"Urban",77,2,5,1,8,1569,50059,1569,2153,47729,2153,132,3,10,132,1544,5,279,"Bronte Creek","River",132,561,"Bedrock (Erosive)","Bedrock (Erosive)",1756.930298,-0.007740577
"194","SS1",194,98,9705,356,"8/15/2018","OPEN","Spencer Smith","B",109.3,13,4,43.6425,11.9701,4.3552,0.9912,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.31991,-79.79952,43.32058,-79.79872,25.77438897,2,24.78,311,12.09,0,"Urban",0,0,0,0,0,50,0,50,0,0,0,0,"Armourstone 50%; sand 50%","",17758,1,3550,8,80,12,1,6,"Urban",80,0,4,0,4,NA,NA,11681,NA,NA,12266,3353,1,1,3353,11656,5,279,"Bronte Creek","River",3353,561,"Bedrock (Erosive)","Bedrock (Erosive)",2611.879639,-0.005682978
"195","SS2",195,99,9706,357,"8/15/2018","OPEN","Spencer Smith","N",131,11,5,41.382,6.9066,4.3252,0.4975,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3214,-79.79822,43.32197,-79.79748,25.87793434,2,24.78,311,12.09,0,"Urban",0,0,0,0,0,50,0,50,0,0,0,0,"Armourstone 50%; sand 50%","",17758,1,3746,7,81,12,1,6,"Urban",81,0,4,0,4,NA,NA,11529,NA,NA,12114,3200,1,1,3200,11504,5,279,"Bronte Creek","River",3200,561,"Bedrock (Erosive)","Bedrock (Erosive)",2529.20044,-0.005811797
"196","SS3",196,100,9707,358,"8/15/2018","OPEN","Spencer Smith","N",200,23,3,40.9803,3.0112,8.1808,0.564,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.32245,-79.7969,43.3232,-79.7962,24.23268479,2,24.78,311,12.09,0,"Urban",0,0,0,0,0,50,0,50,0,0,0,0,"Armourstone 50%; sand 50%","",17758,1,3905,7,81,11,1,5,"Urban",81,0,4,0,4,NA,NA,11377,NA,NA,11961,3048,1,1,3048,11352,5,279,"Bronte Creek","River",3048,561,"Bedrock (Erosive)","Bedrock (Erosive)",2441.750244,-0.005955791
"197","TC1",197,106,9713,359,"8/16/2018","OPEN","Tuck Creek","N",878,10,8,52.3935,43.3112,11.3496,10.0184,"Mixed","Mixed","Mixed","Mixed",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","sand/cobble beach and armourstone/rubble revetment",43.3449,-79.7612,43.3442,-79.7618,16.99082095,2,21.6,309,12.98,0,"Urban; transect extends from the mouth of Tuck Creek 100 m east",0,0,50,0,0,50,0,0,0,0,1,0,"Cobble (50%), sand (50%)","Cobble/sand beach at water interface",17759,1,7819,3,93,4,1,2,"Urban",93,0,4,0,4,NA,NA,7348,NA,NA,7932,115,4,12,115,7323,5,279,"Bronte Creek","River",115,561,"Bedrock (Erosive)","Bedrock (Erosive)",1607.469116,-0.008373652
"198","TC2",198,107,9714,360,"8/16/2018","OPEN","Tuck Creek","N",190,4,4,27.2591,0,3.9955,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3439,-79.762,43.3432,-79.7629,27.6510903,2,21.6,309,12.98,0,"Urban, ransect is from the mouth of Tuck Creek to the west 100 m",25,0,50,0,0,25,0,0,0,0,1,0,"Cobble (50%); Bedrock 25%,and sand 25%","",17759,1,7690,3,93,4,1,2,"Urban",93,0,4,0,4,NA,NA,7475,NA,NA,8059,30,4,12,30,7450,5,279,"Bronte Creek","River",30,561,"Bedrock (Erosive)","Bedrock (Erosive)",1618.852905,-0.008494068
"199","TC3",199,108,9715,361,"8/16/2018","OPEN","Tuck Creek","N",1093,12,5,38.552,4.2355,19.0128,1.5653,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3429,-79.7631,43.3421,-79.7636,27.4954272,2,21.6,309,12.98,0,"Urban",80,10,10,0,0,0,0,0,0,0,1,0,"Bedrock 80%, boulder 10%, cobble 10%","",17759,1,7547,3,94,3,1,2,"Urban",94,0,5,0,5,NA,NA,7602,NA,NA,8187,157,4,12,157,7577,5,279,"Bronte Creek","River",157,561,"Bedrock (Erosive)","Bedrock (Erosive)",1576.76355,-0.008635221
"200","TI1a",200,249,10022,363,"7/19/2018","OPEN","Toronto Island","N",27,1,1,22.2222,0,0.7497,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.6198,-79.3657,43.6204,-79.3647,15.17807423,2,19,316,10.94,0,"Toronto Island ",0,25,0,0,0,75,0,0,0,0,0,0,"Sand 75%; boulder 25%","",17731,1,58960,16,69,16,1,1,"Urban",69,3,1,2,6,2034,1713151,2034,1545,49446,1545,4147,5,275,4147,4147,5,275,"Don River","Wetland",1545,541,"Sandy Lake Bed","Sandy",1548.49292,-0.007957161
"201","TI1b",201,250,10023,366,"7/19/2018","OPEN","Toronto Island","N",8438,6,3,11.4888,7.5993,39.0168,36.3919,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.6204,-79.3647,43.6211,-79.3639,15.17904557,2,19,316,10.94,0,"Toronto Island ",0,25,0,0,0,75,0,0,0,0,0,0,"Sand 75%; boulder 25%","",17731,1,59064,16,69,16,1,1,"Urban",69,3,1,2,6,1937,1713151,1937,1448,49446,1448,4050,5,275,4050,4050,5,275,"Don River","Wetland",1448,541,"Sandy Lake Bed","Sandy",1617.937622,-0.007637283
"202","TI1c",202,251,10024,369,"7/19/2018","OPEN","Toronto Island","N",0,0,0,0,0,0,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.6211,-79.3639,43.6217,-79.3629,14.15608592,2,19,316,10.94,0,"Toronto Island ",0,25,0,0,0,75,0,0,0,0,0,0,"Sand 75%; boulder 25%","",17731,0,59166,15,69,15,1,1,"Urban",69,3,1,2,6,1822,1713151,1822,1333,49446,1333,3935,5,275,3935,3935,5,275,"Don River","Wetland",1333,541,"Sandy Lake Bed","Sandy",1671.009277,-0.007392567
"203","TI2a",203,246,10016,372,"7/19/2018","OPEN","Toronto Island","N",50,3,2,31.2819,7.0906,1.5945,0.282,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.6128,-79.39,43.6121,-79.3896,11.81026282,2,19.3,316,10.94,0,"Gilbraltor point",0,40,0,10,0,50,0,0,0,0,0,0,"Sand 50%; Boulder 40%; cement pieces 10%","",17731,1,56749,14,74,12,2,1,"Urban",74,3,1,2,6,2241,1415364,2241,3912,49446,3912,NA,NA,NA,6514,6514,5,275,"Don River","Marina",2241,541,"Sandy Lake Bed","Sandy",703.194397,-0.01820595
"204","TI2b",204,247,10017,375,"7/19/2018","OPEN","Toronto Island","N",41,2,1,22.2222,0,1.2536,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.6121,-79.3896,43.612,-79.3885,17.43986983,2,19.3,316,10.94,0,"Gilbraltor point",0,40,0,10,0,50,0,0,0,0,0,0,"Sand 50%; Boulder 40%; cement pieces 10%","",17731,1,56833,14,73,13,2,1,"Urban",73,3,1,2,6,2314,1415364,2314,3857,49446,3857,NA,NA,NA,6460,6460,5,275,"Don River","Marina",2314,541,"Sandy Lake Bed","Sandy",673.9904175,-0.018936661
"205","TI2c",205,248,10018,378,"7/19/2018","OPEN","Toronto Island","N",49,2,1,22.2222,0,1.4076,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","xxxxx",43.612,-79.3885,43.6122,-79.3873,29.02496262,2,19.3,316,10.94,0,"Gilbraltor point",0,40,0,10,0,50,0,0,0,0,0,0,"Sand 50%; Boulder 40%; cement pieces 10%","",17731,1,56923,15,72,13,2,1,"Urban",72,3,1,2,6,2381,1415364,2381,3755,49446,3755,NA,NA,NA,6357,6357,5,275,"Don River","Marina",2381,541,"Sandy Lake Bed","Sandy",690.190979,-0.018365557
"206","TI3a",206,252,10028,381,"7/19/2018","OPEN","Toronto Island","N",1396,7,2,32.8537,17.0555,13.2712,9.0672,"Treated","HardShore","HardShore","Surcharged Revetment",NA,"Flag","HardShore","HardShore","RevSurcharge","RevSurcharge","Surcharged Revetment","groynes in front of concrete breakwall",43.6247,-79.3586,43.6255,-79.3578,11.81782207,2,20.16,316,10.94,0,"Ward's Island",0,0,0,0,0,50,0,50,0,0,0,0,"Sand 50%; armourstone 50%","",17731,1,59752,14,71,15,1,1,"Urban",71,3,1,2,6,1241,1713151,1241,751,49446,751,3353,5,275,3353,3353,5,275,"Don River","Wetland",751,541,"Sandy Lake Bed","Sandy",1961.74292,-0.006351727
"207","TI3b",207,253,10029,383,"7/19/2018","OPEN","Toronto Island","N",48,3,1,22.2222,0,1.6006,0,"Treated","HardShore","HardShore","Surcharged Revetment",NA,"OK","HardShore","HardShore","RevSurcharge","RevSurcharge","Surcharged Revetment","groynes in front of concrete breakwall",43.6255,-79.3578,43.6261,-79.3569,11.77174896,2,20.16,316,10.94,0,"Ward's Island",0,0,0,0,0,50,0,50,0,0,0,0,"Sand 50%; armourstone 50%","",17731,1,59862,14,71,15,1,1,"Urban",71,4,1,2,7,1126,1713151,1126,636,49446,636,3239,5,275,3239,3239,5,275,"Don River","Wetland",636,541,"Sandy Lake Bed","Sandy",2015.116943,-0.006221418
"208","TI3c",208,254,10030,385,"7/19/2018","OPEN","Toronto Island","N",0,0,0,0,0,0,0,"Treated","HardShore","HardShore","Surcharged Revetment",NA,"OK","HardShore","HardShore","RevSurcharge","RevSurcharge","Surcharged Revetment","groynes in front of concrete breakwall",43.6261,-79.3569,43.6269,-79.3562,11.05396604,2,20.16,316,10.94,0,"Ward's Island",0,0,0,0,0,50,0,50,0,0,0,0,"Sand 50%; armourstone 50%","",17731,0,59961,14,71,15,1,1,"Urban",71,4,1,2,7,1011,1713151,1011,539,49446,539,3124,5,275,3124,3124,5,275,"Don River","Wetland",539,541,"Sandy Lake Bed","Sandy",2066.900391,-0.006083796
"209","TT1a",209,243,10007,387,"7/16/2018","OPEN","Tommy Thompson ","N",5487,4,2,3.3724,2.081,25.8273,23.4714,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed","Mixed","Mixed","Mixed","Mixed","informal rubble placement, sand/cobble/rubble beach",43.6256,-79.3222,43.6247,-79.3228,35.90510134,2,19.9,NA,NA,0,"Urban; parkland TTP",0,20,0,50,0,0,0,30,0,0,0,0,"Armourstone/concrete slabs 60%; boulder 20%; cobble 20%Rebar island","",17728,1,67230,17,62,21,1,0,"Urban",62,3,1,2,6,3636,173298,3636,4581,49446,4581,NA,NA,NA,7109,7109,5,275,"Don River","Marina",3636,541,"Sandy Lake Bed","Sandy",944.6367798,-0.013547913
"210","TT1b",210,244,10008,390,"7/16/2018","OPEN","Tommy Thompson ","N",1018,6,2,32.7146,0,10.7582,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","informal rubble placement, sand/cobble/rubble beach",43.6247,-79.3228,43.6237,-79.3231,35.86592614,2,19.9,NA,NA,0,"Urban; parkland TTP",0,20,0,50,0,0,0,30,0,0,0,0,"Armourstone/concrete slabs 60%; boulder 20%; cobble 20%Rebar island","",17728,1,67118,17,61,22,1,0,"Urban",61,3,1,2,6,3751,173298,3751,4466,49446,4466,NA,NA,NA,6994,6994,5,275,"Don River","Marina",3751,541,"Sandy Lake Bed","Sandy",866.2363892,-0.014551225
"211","TT1c",211,245,10009,393,"7/16/2018","OPEN","Tommy Thompson ","N",478,10,2,29.3876,10.3225,9.242,3.4921,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed","Mixed","Mixed","Mixed","Mixed","informal rubble placement, sand/cobble/rubble beach",43.6237,-79.3231,43.6229,-79.3223,34.34750841,2,19.9,NA,NA,0,"Urban; parkland TTP",0,20,0,50,0,0,0,30,0,0,0,0,"Armourstone/concrete slabs 60%; boulder 20%; cobble 20%Rebar island","",17728,1,67005,18,60,22,1,1,"Urban",60,3,1,2,6,3871,173298,3871,4346,49446,4346,NA,NA,NA,6874,6874,5,275,"Don River","Marina",3871,541,"Sandy Lake Bed","Sandy",772.9884644,-0.016322652
"212","TT2a",212,240,10001,396,"7/16/2018","OPEN","Tommy Thompson ","N",7827,5,3,5.928,3.5276,31.9618,29.6844,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed","Mixed","Mixed","Mixed","Mixed","informal rubble placement, sand/cobble/rubble beach",43.6132,-79.3424,43.6127,-79.3435,35.85818901,2,19.81,NA,NA,0,"Urban; parkland TTP",0,0,0,0,0,30,10,60,0,0,0,0,"Armourstone 60%, sand 30%; silt 10%","",17728,1,65056,25,49,26,2,1,"Urban",49,2,1,2,5,2373,1713151,2373,2083,49446,2083,4610,5,275,4610,4610,5,275,"Don River","Wetland",2083,541,"Sandy Lake Bed","Sandy",401.2389832,-0.032392546
"213","TT2b",213,241,10002,399,"7/16/2018","OPEN","Tommy Thompson ","N",105,6,1,22.2222,0,3.3932,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed","Mixed","Mixed","Mixed","Mixed","informal rubble placement, sand/cobble/rubble beach",43.6127,-79.3435,43.6132,-79.3442,30.02197208,2,19.81,NA,NA,0,"Urban; parkland TTP",0,0,0,0,0,30,10,60,0,0,0,0,"Armourstone 60%, sand 30%; silt 10%","",17728,1,64951,25,49,26,2,1,"Urban",49,2,1,2,5,2396,1713151,2396,2106,49446,2106,4633,5,275,4633,4633,5,275,"Don River","Wetland",2106,541,"Sandy Lake Bed","Sandy",419.6561279,-0.030906572
"214","TT2c",214,242,10003,402,"7/16/2018","OPEN","Tommy Thompson ","N",36,2,1,22.2222,0,1.152,0,"Treated","HardShore","HardShore","Revetment",NA,"Flag","Mixed","Mixed","Mixed","Mixed","Mixed","informal rubble placement, sand/cobble/rubble beach",43.6132,-79.3442,43.6142,-79.3441,14.6672348,2,19.81,NA,NA,0,"Urban; parkland TTP",0,0,0,0,0,30,10,60,0,0,0,0,"Armourstone 60%, sand 30%; silt 10%","",17728,1,64872,24,50,25,2,1,"Urban",50,2,1,2,5,2311,1713151,2311,2021,49446,2021,4548,5,275,4548,4548,5,275,"Don River","Wetland",2021,541,"Sandy Lake Bed","Sandy",499.87146,-0.025757939
